Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04 00:00:00+00:00,10.7110281,16.09999847,16.73333359,15.73333263,15.99999905,14566
2010-01-05 00:00:00+00:00,10.81082058,16.24999809,16.79999924,16.11666679,16.79999924,6294
2010-01-06 00:00:00+00:00,11.12128353,16.71666527,17.03333282,15.84999943,16.33333206,18328
2010-01-07 00:00:00+00:00,10.91061211,16.39999962,17.33333206,16.23333359,16.81666565,5152
2010-01-08 00:00:00+00:00,10.86626053,16.33333206,16.83333206,15.91666603,16.83333206,3388
2010-01-11 00:00:00+00:00,11.33195877,17.03333282,17.08333206,16.84999847,16.86666679,5098
2010-01-12 00:00:00+00:00,12.32988071,18.53333282,18.73333359,16.99999809,16.99999809,54316
2010-01-13 00:00:00+00:00,11.79765606,17.73333359,19.83333206,17.38333321,19.83333206,2958
2010-01-14 00:00:00+00:00,11.88636112,17.86666679,18.16666603,17.66666603,18.16666603,5920
2010-01-15 00:00:00+00:00,11.93071079,17.93333244,17.98333359,17.36666679,17.98333359,14518
2010-01-18 00:00:00+00:00,11.76439095,17.68333244,18.31666565,16.66666603,17.66666603,3238
2010-01-19 00:00:00+00:00,11.76439095,17.68333244,18.31666565,17.68333244,18.31666565,1648
2010-01-20 00:00:00+00:00,11.56480503,17.38333321,18.06666565,17.14999962,17.66666603,4258
2010-01-21 00:00:00+00:00,11.13237667,16.73333359,18.16666603,16.71666527,18.16666603,4068
2010-01-22 00:00:00+00:00,10.92170143,16.41666603,16.99999809,16.36666679,16.99999809,966
2010-01-25 00:00:00+00:00,10.74429321,16.14999962,17.43333244,16.01666641,16.68333244,1264
2010-01-27 00:00:00+00:00,10.4338274,15.6833334,17.64999962,15.33333302,17.64999962,8170
2010-01-28 00:00:00+00:00,10.46709251,15.73333263,17.24999809,15.66666603,17.24999809,748
2010-01-29 00:00:00+00:00,10.69994259,16.08333206,16.33333206,15.33333302,15.99999905,1884
2010-02-01 00:00:00+00:00,10.98822975,16.51666641,16.99999809,16.49999809,16.66666603,5904
2010-02-02 00:00:00+00:00,10.92170143,16.41666603,16.46666527,16.41666603,16.46666527,1842
2010-02-03 00:00:00+00:00,10.61123657,15.94999886,16.66666603,15.94999886,16.66666603,2998
2010-02-04 00:00:00+00:00,10.77755737,16.19999886,16.59999847,15.74999905,15.74999905,718
2010-02-05 00:00:00+00:00,10.32294655,15.51666641,15.86666584,14.69999886,15.86666584,5574
2010-02-08 00:00:00+00:00,10.4005661,15.63333321,15.66666603,15.63333321,15.66666603,58
2010-02-09 00:00:00+00:00,10.23424435,15.38333321,15.69999886,15.36666584,15.69999886,324
2010-02-10 00:00:00+00:00,10.4005661,15.63333321,15.66666603,14.66666603,15.66666603,348
2010-02-15 00:00:00+00:00,10.42273998,15.66666603,15.6833334,15.63333321,15.66666603,478
2010-02-16 00:00:00+00:00,10.01248455,15.04999924,15.6833334,14.66666603,15.6833334,1726
2010-02-17 00:00:00+00:00,10.60014915,15.9333334,15.9333334,15.36666584,15.39999866,3298
2010-02-18 00:00:00+00:00,10.53362179,15.83333302,15.94999886,15.36666584,15.66666603,1798
2010-02-19 00:00:00+00:00,9.990307808,15.01666641,15.6833334,15.01666641,15.6833334,1506
2010-02-22 00:00:00+00:00,10.07901287,15.14999866,15.81666565,14.23333263,15.08333302,1834
2010-02-23 00:00:00+00:00,10.24533176,15.39999866,15.73333263,14.78333282,15.6833334,24676
2010-02-24 00:00:00+00:00,10.07901287,15.14999866,15.66666603,14.69999886,15.66666603,1116
2010-02-25 00:00:00+00:00,10.20097923,15.33333302,15.33333302,15.33333302,15.33333302,12
2010-02-26 00:00:00+00:00,9.97922039,14.99999905,15.66666603,14.33333302,15.66666603,13894
2010-03-02 00:00:00+00:00,9.857248306,14.81666565,14.83333302,14.33333302,14.33333302,6054
2010-03-03 00:00:00+00:00,10.38947582,15.61666584,16.11666679,14.99999905,15.08333302,5698
2010-03-04 00:00:00+00:00,10.01248455,15.04999924,15.74999905,14.53333282,15.6833334,1344
2010-03-05 00:00:00+00:00,10.44491673,15.69999886,16.14999962,15.34999943,16.14999962,3198
2010-03-08 00:00:00+00:00,10.74429321,16.14999962,16.33333206,15.81666565,15.81666565,4332
2010-03-09 00:00:00+00:00,10.45600319,15.71666622,18.33333206,15.6833334,18.33333206,1548
2010-03-10 00:00:00+00:00,10.38947582,15.61666584,16.49999809,15.41666603,15.66666603,1164
