Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04 00:00:00+00:00,94.2507019,138.9900055,139.8999939,138.1000061,138.1000061,269190
2010-01-05 00:00:00+00:00,95.55944061,140.9199982,142.8999939,139.3500061,139.5,891090
2010-01-06 00:00:00+00:00,99.96039581,147.4100037,149.5950012,141.1000061,142,1501080
2010-01-07 00:00:00+00:00,100.031601,147.5149994,150,144.3999939,146.1999969,735810
2010-01-08 00:00:00+00:00,100.0485458,147.5399933,149.0599976,145.0099945,145.0099945,227880
2010-01-11 00:00:00+00:00,100.228241,147.8049927,151.8549957,144.7700043,151.8549957,466750
2010-01-12 00:00:00+00:00,100.6079788,148.3650055,150.3999939,145.6999969,147.3000031,277130
2010-01-13 00:00:00+00:00,100.9470596,148.8650055,149.5,146.6000061,146.6000061,771790
2010-01-14 00:00:00+00:00,98.69571686,145.5449982,149.6499939,144.8999939,149.5,1088160
2010-01-15 00:00:00+00:00,98.67197418,145.5099945,146.6999969,144.5099945,146.1000061,161870
2010-01-18 00:00:00+00:00,97.67178345,144.0350037,145.3999939,143.25,145.3999939,143940
2010-01-19 00:00:00+00:00,96.27487183,141.9750061,145.6999969,140.1000061,145,653980
2010-01-20 00:00:00+00:00,96.3325119,142.0599976,142.6999969,141.1000061,142.3000031,414000
2010-01-21 00:00:00+00:00,92.04006195,135.7299957,142.0899963,134.6000061,141.6000061,741620
2010-01-22 00:00:00+00:00,90.51430511,133.4799957,137.7700043,130.5,137.7700043,1705080
2010-01-25 00:00:00+00:00,89.43610382,131.8899994,133.1000061,130.5500031,133.1000061,1250640
2010-01-27 00:00:00+00:00,88.91735077,131.125,133.75,130.1000061,131.8000031,370980
2010-01-28 00:00:00+00:00,89.39881897,131.8350067,132.6999969,126.9000015,131.5,302530
2010-01-29 00:00:00+00:00,88.54777527,130.5800018,132.1799927,129.2449951,130,278800
2010-02-01 00:00:00+00:00,87.67641449,129.2949982,130.6000061,128.5449982,130.0249939,460960
2010-02-02 00:00:00+00:00,87.31700897,128.7649994,130.8000031,127.7050018,130,681100
2010-02-03 00:00:00+00:00,87.99173737,129.7599945,131.9900055,128.3999939,128.7649994,411710
2010-02-04 00:00:00+00:00,86.51345062,127.5800018,129.6000061,127.1600037,129.6000061,358420
2010-02-05 00:00:00+00:00,87.20851898,128.6049957,129.4949951,125.5250015,126.4700012,560610
2010-02-06 00:00:00+00:00,88.27653503,130.1799927,133.8549957,128.8999939,128.8999939,148930
2010-02-08 00:00:00+00:00,87.2051239,128.6000061,132.8999939,125.9100037,130.1000061,607450
2010-02-09 00:00:00+00:00,87.96800995,129.7250061,130.75,127.2249985,127.6999969,381820
2010-02-10 00:00:00+00:00,86.45920563,127.5,131.1999969,127,130,1155160
2010-02-11 00:00:00+00:00,85.78109741,126.5,129.7400055,126.0999985,128,495470
2010-02-15 00:00:00+00:00,84.07564545,123.9850006,128.1900024,123.5999985,127.4000015,1066690
2010-02-16 00:00:00+00:00,84.26551056,124.2649994,125.4000015,123,124.1999969,885590
2010-02-17 00:00:00+00:00,85.76415253,126.4749985,127.0999985,125,125.5,674170
2010-02-18 00:00:00+00:00,84.79781342,125.0500031,127.5,122.9100037,126.6999969,618490
2010-02-19 00:00:00+00:00,84.07564545,123.9850006,125.5,123.0749969,124.9000015,329160
2010-02-22 00:00:00+00:00,84.99446106,125.3399963,126.3899994,124.6999969,124.9000015,339000
2010-02-23 00:00:00+00:00,84.74697113,124.9749985,126.9000015,124.2050018,126,188770
2010-02-24 00:00:00+00:00,85.36743927,125.8899994,127.0800018,124.0999985,125.1999969,225500
2010-02-25 00:00:00+00:00,85.78449249,126.5049973,126.7699966,124.1999969,126.5,205680
2010-02-26 00:00:00+00:00,82.25152588,121.2949982,125.9000015,119.6999969,123.1999969,2283360
2010-03-02 00:00:00+00:00,86.12014771,127,128,119.6050034,121.8499985,1551700
2010-03-03 00:00:00+00:00,90.49736786,133.4550018,134.6750031,127.5,127.5,1173760
2010-03-04 00:00:00+00:00,90.41938019,133.3399963,134.5299988,131.1049957,133.5,23501230
2010-03-05 00:00:00+00:00,90.29730225,133.1600037,134.5,130.2649994,134.3899994,337540
2010-03-08 00:00:00+00:00,90.96863556,134.1499939,135.1999969,133.1999969,134.3999939,274240
2010-03-09 00:00:00+00:00,90.35834503,133.25,134.5,132,134.0099945,254100
2010-03-10 00:00:00+00:00,91.0127182,134.2149963,136.3899994,132.6000061,133,512950
2010-03-11 00:00:00+00:00,90.11082458,132.8849945,135.8999939,132.1999969,134.5,349930
2010-03-12 00:00:00+00:00,91.69082642,135.2149963,135.8000031,132.8000031,132.8000031,543620
2010-03-15 00:00:00+00:00,91.74845886,135.3000031,136.25,134.6000061,134.8000031,297810
2010-03-16 00:00:00+00:00,93.59970856,138.0299988,138.5,134,134,438000
2010-03-17 00:00:00+00:00,92.52151489,136.4400024,139.5,135.8000031,138.8999939,649180
2010-03-18 00:00:00+00:00,91.34838104,134.7100067,137.7899933,134.3000031,137,325250
2010-03-19 00:00:00+00:00,92.02310181,135.7050018,137.1999969,134.5,135.3999939,250690
2010-03-22 00:00:00+00:00,90.54143524,133.5200043,137,132.6499939,134.6000061,338940
2010-03-23 00:00:00+00:00,91.85697174,135.4600067,135.8999939,133.8600006,134.3899994,474990
2010-03-25 00:00:00+00:00,91.46026611,134.875,136.7899933,134.1000061,135.6000061,353790
2010-03-26 00:00:00+00:00,92.31130981,136.1300049,136.6999969,135.2550049,136.0050049,469470
2010-03-29 00:00:00+00:00,92.70799255,136.7149963,137.5,135.5,136.3999939,648100
2010-03-30 00:00:00+00:00,93.1013031,137.2949982,139.6999969,136.6999969,137.2899933,346820
